"PlayerID","Team","Cap","JumperNo","Name","DOB","Height","Weight","Games","Goals","Seasons","Debut","Last"
8693,"NM","512","28","Mercer, Warren","1941-12-15","174","69","1 (1-0-0)","0 ","1959","17y 215d","17y 215d"
8694,"NM","522","38","Taggart, Graeme","1941-02-16","163","62","1 (0-0-1)","0 ","1960","19y 137d","19y 137d"
8695,"NM","527","1","Meehan, Dave","1940-04-18","196","100","1 (0-0-1)","0 ","1961","21y 18d","21y 18d"
8696,"NM","529","38","Carey, Tom","1941-06-09","185","76","1 (0-0-1)","0 ","1961","19y 338d","19y 338d"
8697,"NM","542","34","Fitzpatrick, Ron","1940-05-27","177","73","1 (0-0-1)","0 ","1962","21y 336d","21y 336d"
8698,"NM","548","12","Clapham, Murray","1939-01-31","182","83","1 (1-0-0)","1 ","1962","23y 143d","23y 143d"
8699,"NM","558","31","Wright, Bob","1943-01-08","188","80","1 (0-0-1)","0 ","1963","20y 144d","20y 144d"
8700,"NM","561","26","Delaland, Ken","1942-04-01","175","80","1 (0-0-1)","0 ","1964","22y 17d","22y 17d"
1996,"NM","563","30","Harrison, Barry","1935-12-21","188","80","1 (0-0-1)","0 ","1964","28y 119d","28y 119d"
8701,"NM","593","48","Cameron, Garry","1948-04-05","192","89","1 (0-1-0)","0 ","1967","19y 59d","19y 59d"
8702,"NM","619","40","Ivey, Dick","1947-06-15","185","85","1 (0-0-1)","0 ","1969","22y 34d","22y 34d"
8703,"NM","652","28","Montgomery, Ron","1952-07-25","188","90","1 (0-0-1)","0 ","1972","19y 349d","19y 349d"
8704,"NM","662","41","White, John","1955-07-28","175","80","1 (1-0-0)","0 ","1973","17y 358d","17y 358d"
8705,"NM","663","49","Craig, David","1953-02-16","185","75","1 (1-0-0)","0 ","1973","20y 197d","20y 197d"
8706,"NM","664","37","Stilo, Michael","1951-11-08","179","81","1 (1-0-0)","0 ","1973","21y 297d","21y 297d"
8707,"NM","667","47","Taylor, Peter","1954-08-25","189","81","1 (1-0-0)","0 ","1974","19y 238d","19y 238d"
8708,"NM","676","46","ODonoghue, Paul","1954-06-02","189","83","1 (0-0-1)","0 ","1976","21y 306d","21y 306d"
589,"NM","683","10","Gallagher, Adrian","1946-05-12","179","78","1 (0-0-1)","0 ","1976","29y 355d","29y 355d"
7472,"NM","702","33","Cumming, Daryl","1951-05-15","175","72","1 (0-0-1)","0 ","1978","27y 54d","27y 54d"
8709,"NM","716","40","Murphy, Danny","1960-02-08","180","75","1 (1-0-0)","0 ","1980","20y 120d","20y 120d"
4147,"NM","761","26","Lewis, Rod","1960-06-16","194","93","1 (0-0-1)","1 ","1985","24y 296d","24y 296d"
8710,"NM","786","48","Hughes, Kevin","1963-01-12","176","82","1 (0-0-1)","0 ","1988","25y 81d","25y 81d"
8711,"NM","795","55","MacKenzie, Brett","1968-05-31","193","94","1 (0-0-1)","0 ","1988","20y 68d","20y 68d"
8712,"NM","825","16","Eppelstun, Greg","1966-11-16","185","82","1 (1-0-0)","0 ","1993","26y 131d","26y 131d"
8713,"NM","835","16","John, Gareth","1972-01-17","200","105","1 (0-0-1)","0 ","1994","22y 103d","22y 103d"
2382,"NM","847","21","Plain, Bradley","1969-09-25","184","82","1 (1-0-0)","1 ","1996","26y 215d","26y 215d"
2506,"NM","889","47","Olarenshaw, Ricky","1973-02-01","179","80","1 (0-0-1)","0 ","2001","28y 86d","28y 86d"
1501,"NM","892","38","Smith, Lindsay","1980-02-29","199","90","1 (1-0-0)","1 ","2001","21y 80d","21y 80d"
8714,"NM","896","30","Hilton, Mark","1979-12-27","193","90","1 (0-0-1)","0 ","2001","21y 249d","21y 249d"
8715,"NM","904","25","Bourke, David","1976-01-09","194","80","1 (0-0-1)","1 ","2003","27y 113d","27y 113d"
8716,"NM","984","44","Warren, Max","1993-01-29","181","80","1 (0-0-1)","0 ","2014","21y 150d","21y 150d"
8717,"NM","1006","23","McKay, Ben","1997-12-24","199","95","1 (1-0-0)","0 ","2017","19y 245d","19y 245d"
8718,"PA","61","18","Cornes, Kane","1983-01-05","183","78","300 (151-2-147)","93 ","2001-2015","18y 148d","32y 139d"
8719,"PA","24","16","Tredrea, Warren","1978-12-24","194","96","255 (145-2-108)","549 ","1997-2010","18y 103d","31y 135d"
8720,"PA","101","39","Westhoff, Justin","1986-10-01","200","93","248 (118-1-129)","291 ","2007-2018","20y 245d","31y 327d"
8721,"PA","102","1","Boak, Travis","1988-08-01","184","85","243 (116-1-126)","161 ","2007-2018","18y 320d","30y 23d"
8722,"PA","4","7","Burgoyne, Peter","1978-01-29","183","84","240 (132-3-105)","193 ","1997-2009","19y 59d","31y 212d"
6072,"PA","49","35","Cornes, Chad","1979-11-12","192","95","239 (133-1-105)","175 ","1999-2011","19y 171d","31y 267d"
8723,"PA","14","5","Lade, Brendon","1976-07-10","199","102","234 (128-3-103)","182 ","1997-2000 2002-2009","20y 262d","33y 50d"
8724,"PA","64","25","Cassisi, Domenic","1982-09-22","184","82","228 (116-2-110)","74 ","2002-2014","19y 287d","31y 301d"
8725,"PA","100","9","Gray, Robbie","1988-03-30","183","84","199 (95-0-104)","294 ","2007-2018","19y 65d","30y 147d"
8726,"PA","21","15","Wilson, Michael","1976-11-21","181","89","192 (104-4-84)","51 ","1997-2001 2003-2008","20y 128d","31y 213d"
6399,"PA","33","17","Dew, Stuart","1979-08-18","183","99","180 (102-3-75)","245 ","1997-2006","17y 329d","27y 15d"
6068,"PA","60","20","Brogan, Dean","1978-12-14","200","101","174 (99-1-74)","50 ","2001-2011","22y 164d","32y 264d"
2884,"PA","25","4","Wanganeen, Gavin","1973-06-18","181","83","173 (106-3-64)","138 ","1997-2006","23y 292d","32y 287d"
8727,"PA","13","29","Kingsley, Adam","1975-08-20","183","83","170 (98-3-69)","47 ","1997-2006","21y 221d","31y 13d"
8728,"PA","93","27","Carlile, Alipate","1987-04-30","192","98","167 (72-1-94)","5 ","2006-2016","19y 84d","28y 338d"
8729,"PA","75","33","Ebert, Brett","1983-11-18","179","84","166 (72-2-92)","240 ","2004-2012","20y 137d","28y 289d"
8730,"PA","113","5","Broadbent, Matthew","1990-08-01","189","90","161 (72-1-88)","52 ","2009-2017","18y 352d","26y 362d"
8731,"PA","131","7","Ebert, Brad","1990-04-02","188","89","159 (81-1-77)","83 ","2012-2018","21y 365d","28y 144d"
6126,"PA","63","8","Burgoyne, Shaun","1982-10-21","186","89","157 (97-0-60)","171 ","2002-2009","19y 175d","26y 312d"
8732,"PA","10","10","Francou, Josh","1974-08-07","185","83","156 (81-4-71)","72 ","1997-2003 2005","22y 234d","31y 34d"
4857,"PA","85","6","Pearce, Danyle","1986-04-07","178","79","154 (59-1-94)","76 ","2005-2012","19y 115d","26y 148d"
8733,"PA","110","8","Hartlett, Hamish","1990-08-14","183","85","153 (72-1-80)","73 ","2009-2018","18y 247d","27y 250d"
8734,"PA","119","12","Trengove, Jackson","1990-11-02","197","97","153 (66-1-86)","30 ","2010-2017","19y 146d","26y 277d"
8735,"PA","29","38","James, Roger","1975-10-21","177","89","147 (91-3-53)","87 ","1997-2005","21y 188d","29y 283d"
8736,"PA","134","20","Wingard, Chad","1993-07-29","183","85","147 (76-1-70)","232 ","2012-2018","18y 247d","25y 26d"
8737,"PA","59","2","Wakelin, Darryl","1974-08-11","192","95","146 (92-1-53)","4 ","2001-2007","26y 232d","33y 49d"
8738,"PA","76","30","Chaplin, Troy","1986-02-23","195","97","140 (55-1-84)","10 ","2004-2012","18y 54d","26y 171d"
3943,"PA","17","14","Paxman, Stephen","1970-12-04","188","94","138 (76-2-60)","20 ","1997-2003","26y 115d","32y 290d"
4232,"PA","19","1","Primus, Matthew","1975-01-12","198","109","137 (74-3-60)","76 ","1997-2005","22y 76d","30y 227d"
7339,"PA","54","19","Bishop, Matthew","1975-07-11","195","96","132 (85-1-46)","4 ","2000-2006","24y 266d","31y 53d"
4951,"PA","47","6","Schofield, Jarrad","1975-01-30","178","80","131 (85-1-45)","91 ","1999-2004","24y 57d","29y 239d"
8739,"PA","144","16","Wines, Ollie","1994-10-07","190","99","129 (71-0-58)","56 ","2013-2018","18y 175d","23y 321d"
689,"PA","40","36","Stevens, Nick","1980-01-03","182","85","127 (74-2-51)","78 ","1998-2003","18y 119d","23y 260d"
8740,"PA","52","3","Montgomery, Brett","1973-06-01","180","83","126 (78-2-46)","51 ","2000-2005","26y 282d","32y 101d"
8741,"PA","126","29","Pittard, Jasper","1991-04-01","186","83","126 (66-0-60)","11 ","2011-2018","19y 359d","27y 145d"
4865,"PA","55","9","Carr, Josh","1980-04-29","179","80","124 (85-1-38)","65 ","2000-2004 2009-2010","20y 1d","30y 87d"
8742,"PA","118","28","Schulz, Jay","1985-04-18","193","94","123 (58-1-64)","275 ","2010-2016","24y 344d","31y 131d"
8743,"PA","16","33","Mead, Darren","1971-03-29","193","98","122 (62-3-57)","8 ","1997-2002","26y","31y 161d"
8744,"PA","70","3","Salopek, Steven","1985-06-21","185","83","121 (55-0-66)","53 ","2003-2011","17y 281d","26y 75d"
8745,"PA","74","9","Surjan, Jacob","1985-08-15","179","84","121 (55-0-66)","17 ","2004-2012","18y 226d","26y 327d"
8746,"PA","130","42","Jonas, Tom","1991-01-09","189","94","121 (62-1-58)","1 ","2011-2018","20y 216d","27y 227d"
511,"PA","92","44","Logan, Tom","1985-07-02","183","83","114 (38-1-75)","27 ","2006-2014","21y 14d","29y 45d"
7496,"PA","99","15","Rodan, David","1983-10-08","173","87","111 (43-1-67)","86 ","2007-2012","23y 174d","28y 330d"
8747,"PA","71","28","Thurstans, Toby","1980-08-14","196","95","110 (63-1-46)","55 ","2003-2009","22y 227d","29y 8d"
8748,"PA","73","36","Pettigrew, Michael","1985-03-16","193","88","103 (44-0-59)","25 ","2004-2011","19y 12d","26y 143d"
8749,"PA","103","14","Stewart, Paul","1987-07-10","191","90","101 (42-0-59)","33 ","2008-2016","20y 254d","29y 27d"
1368,"PA","122","23","Lobbe, Matthew","1989-02-12","200","97","92 (44-0-48)","21 ","2010-2016","21y 71d","27y 197d"
8750,"PA","15","9","Lyle, Brayden","1973-03-06","178","81","90 (41-3-46)","12 ","1997-2001","24y 23d","28y 193d"
469,"PA","149","21","Polec, Jared","1992-10-12","187","84","90 (52-0-38)","46 ","2014-2018","21y 155d","25y 316d"
6081,"PA","146","36","Hombsch, Jack","1993-03-07","194","90","89 (50-0-39)","1 ","2013-2018","20y 86d","25y 170d"
8751,"PA","46","27","Poulton, Jared","1977-04-21","182","87","88 (56-1-31)","20 ","1999-2005","21y 341d","27y 354d"
8752,"PA","91","21","Thomas, Matt","1987-02-27","186","87","87 (27-1-59)","30 ","2006-2013","19y 131d","26y 136d"
285,"PA","9","8","Francis, Fabian","1973-10-24","177","87","86 (44-2-40)","44 ","1997-2001","23y 156d","27y 326d"
8148,"PA","86","4","Motlop, Daniel","1982-03-16","185","93","83 (31-0-52)","155 ","2006-2011","24y 16d","29y 172d"
1237,"PA","125","13","OShea, Cameron","1992-03-13","193","91","81 (36-0-45)","7 ","2011-2016","19y 13d","24y 160d"
5996,"PA","137","40","Young, Aaron","1992-12-06","189","84","76 (38-1-37)","62 ","2012-2017","19y 145d","24y 243d"
8753,"PA","151","46","Gray, Sam","1992-02-01","176","78","76 (44-0-32)","63 ","2014-2018","22y 70d","26y 204d"
2968,"PA","44","12","Cockatoo-Collins, Che","1975-03-05","181","85","75 (53-0-22)","106 ","1999-2003","24y 23d","28y 199d"
6416,"PA","148","24","Impey, Jarman","1995-07-09","178","82","75 (40-0-35)","34 ","2014-2017","18y 250d","22y 62d"
6008,"PA","98","29","Krakouer, Nathan","1988-05-05","182","78","69 (36-0-33)","16 ","2007-2010 2015-2016","18y 330d","28y 114d"
2216,"PA","77","22","Mahoney, Josh","1977-10-31","180","82","67 (38-0-29)","77 ","2004-2007","26y 169d","29y 249d"
8754,"PA","142","3","Neade, Jake","1994-05-29","170","67","66 (37-0-29)","55 ","2013-2018","18y 306d","24y 87d"
6155,"PA","56","34","Guerra, Brent","1982-05-29","182","90","65 (47-0-18)","39 ","2000-2003","17y 365d","21y 101d"
8755,"PA","159","33","Byrne-Jones, Darcy","1995-09-20","180","76","64 (34-0-30)","6 ","2016-2018","20y 201d","22y 338d"
764,"PA","45","31","French, Barnaby","1975-11-25","200","102","62 (34-1-27)","20 ","1999-2002","23y 123d","26y 300d"
2848,"PA","141","6","Monfries, Angus","1987-01-19","185","78","61 (32-0-29)","83 ","2013-2015 2017","26y 71d","30y 199d"
5976,"PA","156","22","Dixon, Charlie","1990-09-23","200","108","61 (34-0-27)","105 ","2016-2018","25y 186d","27y 322d"
8756,"PA","147","17","Clurey, Tom","1994-03-23","193","93","60 (36-0-24)","0 ","2014-2018","19y 358d","24y 141d"
8757,"PA","27","28","Daniels, Stephen","1976-09-03","193","90","58 (25-2-31)","2 ","1997-2000","20y 229d","23y 338d"
8758,"PA","1","5","Bond, Shane","1975-07-09","181","79","57 (25-1-31)","11 ","1997-2000","21y 263d","24y 324d"
8759,"PA","28","11","Eagleton, Nathan","1978-11-10","180","84","56 (26-2-28)","45 ","1997-1999","18y 168d","20y 298d"
2832,"PA","153","4","Ryder, Paddy","1988-03-14","197","96","56 (33-0-23)","39 ","2015 2017-2018","27y 22d","30y 163d"
8760,"PA","7","19","Dickie, Donald","1972-05-08","186","89","55 (21-2-32)","19 ","1997-2000","24y 325d","28y 54d"
7247,"PA","69","15","Pickett, Byron","1977-08-11","178","86","55 (41-0-14)","80 ","2003-2005","25y 230d","28y 30d"
8761,"PA","79","24","White, Damon","1983-08-16","192","94","55 (27-1-27)","47 ","2004-2008","20y 274d","25y 14d"
8762,"PA","117","26","Moore, Andrew","1991-05-30","189","87","55 (24-0-31)","18 ","2010-2015","18y 302d","24y 70d"
5206,"PA","2","3","Breuer, Shayne","1972-09-10","184","88","54 (25-2-27)","29 ","1997-1999","24y 200d","26y 359d"
2844,"PA","62","11","Hardwick, Damien","1972-08-18","180","82","54 (43-0-11)","1 ","2002-2004","29y 232d","32y 38d"
8143,"PA","68","26","Cochrane, Stuart","1978-07-20","189","88","54 (35-1-18)","6 ","2003-2005","24y 252d","27y 24d"
8763,"PA","23","22","Lockwood, Bowen","1978-07-01","195","93","50 (22-1-27)","45 ","1997-2001","18y 279d","23y 28d"
8764,"PA","150","19","White, Matt","1987-04-15","180","82","48 (31-0-17)","44 ","2014-2017","26y 335d","30y 105d"
8765,"PA","155","15","Amon, Karl","1995-08-19","181","79","42 (21-0-21)","22 ","2015-2018","19y 271d","22y 337d"
6274,"PA","87","12","Lonie, Nathan","1983-03-04","189","84","40 (19-0-21)","16 ","2006-2008","23y 36d","25y 179d"
8766,"PA","165","43","Houston, Dan","1997-05-01","187","89","39 (23-0-16)","4 ","2017-2018","19y 328d","21y 115d"
8767,"PA","166","2","Powell-Pepper, Sam","1998-01-08","188","96","38 (24-0-14)","21 ","2017-2018","19y 76d","20y 228d"
2508,"PA","6","6","Cummings, Scott","1974-01-18","194","105","37 (15-2-20)","102 ","1997-1998","23y 70d","24y 210d"
432,"PA","12","39","Heuskes, Adam","1976-03-20","190","93","37 (16-2-19)","1 ","1997-1998","21y 9d","22y 142d"
8768,"PA","121","43","Stewart, Daniel","1988-10-30","200","93","36 (7-0-29)","31 ","2010-2013","21y 170d","24y 193d"
6994,"PA","81","42","Walsh, Peter","1976-07-24","180","82","35 (15-1-19)","6 ","2005-2006","28y 245d","30y 40d"
8769,"PA","116","2","Hitchcock, Cameron","1990-07-03","176","73","35 (10-0-25)","31 ","2010-2013","19y 268d","23y 45d"
8770,"PA","140","37","Mitchell, Kane","1989-12-01","174","74","35 (18-0-17)","19 ","2013-2016","23y 120d","26y 236d"
8771,"PA","129","11","Butcher, John","1991-07-03","197","94","31 (14-0-17)","41 ","2011-2016","20y 41d","25y 34d"
8772,"PA","42","18","Harwood, Mark","1978-04-08","188","90","30 (13-2-15)","19 ","1998-2001","20y 52d","23y 125d"
8773,"PA","157","32","Howard, Dougal","1996-03-25","199","95","30 (17-0-13)","4 ","2016-2018","20y 8d","22y 152d"
68,"PA","36","23","Bode, Matthew","1979-06-29","178","76","29 (11-0-18)","25 ","1998-2000","18y 273d","20y 299d"
8774,"PA","83","6","Thomson, Adam","1986-08-21","184","84","28 (15-0-13)","16 ","2005-2008","18y 288d","21y 334d"
8775,"PA","111","41","Davenport, Jason","1985-09-04","185","82","28 (10-0-18)","29 ","2009-2011","23y 247d","25y 336d"
8776,"PA","154","41","Ah Chee, Brendon","1993-12-21","188","84","27 (16-0-11)","17 ","2015-2017","21y 118d","23y 235d"
8101,"PA","128","16","Jacobs, Ben","1992-01-09","185","85","26 (5-0-21)","5 ","2011-2012","19y 125d","20y 180d"
89,"PA","41","7","Chalmers, Brett","1973-04-23","195","94","25 (12-0-13)","12 ","1998-1999","25y 23d","26y 134d"
8777,"PA","18","30","Poole, Darryl","1972-04-01","195","107","24 (10-0-14)","11 ","1997-1999","24y 362d","27y 17d"
8778,"PA","48","26","Murray, Derek","1980-03-25","173","70","23 (9-1-13)","7 ","1999-2002","19y 30d","22y 13d"
8779,"PA","162","26","Bonner, Riley","1997-03-07","191","82","23 (15-0-8)","3 ","2016-2018","19y 173d","21y 164d"
77,"PA","3","21","Brown, David","1969-09-29","172","75","22 (10-1-11)","18 ","1997-1998","27y 181d","28y 278d"
1400,"PA","94","41","Bentley, Greg","1987-04-09","187","88","21 (9-0-12)","6 ","2006-2008","19y 125d","21y 116d"
8780,"PA","105","19","Salter, Nick","1987-07-30","190","94","21 (6-0-15)","12 ","2008-2011","21y 4d","24y 14d"
2234,"PA","132","35","McCarthy, John","1989-11-19","189","82","21 (4-1-16)","5 ","2012","22y 134d","22y 288d"
5088,"PA","171","6","Motlop, Steven","1991-03-12","183","76","21 (12-0-9)","11 ","2018","27y 12d","27y 165d"
8781,"PA","34","34","Steinberner, Nathan","1977-03-11","176","86","20 (8-1-11)","3 ","1997-2001","20y 166d","24y 132d"
4161,"PA","37","13","Morton, Danny","1973-07-01","175","64","20 (7-2-11)","17 ","1998 2000","24y 271d","26y 317d"
80,"PA","78","23","Symes, Brad","1985-03-07","186","84","20 (8-0-12)","2 ","2004 2006-2007","19y 70d","22y 206d"
4929,"PA","95","26","Lower, Nick","1987-06-23","189","83","20 (7-0-13)","0 ","2006 2008-2009","19y 50d","22y 33d"
8782,"PA","22","17","Fiegert, Nigel","1976-01-28","191","95","19 (9-1-9)","6 ","1997-1999","21y 68d","23y 86d"
8783,"PA","114","31","Banner, Mitchell","1990-06-05","179","78","19 (5-0-14)","16 ","2010-2011","19y 296d","21y 91d"
6912,"PA","173","23","Watts, Jack","1991-03-26","195","90","19 (9-0-10)","18 ","2018","26y 363d","27y 151d"
8784,"PA","38","4","Naish, Chris","1971-09-27","172","71","18 (8-1-9)","16 ","1998-1999","26y 183d","27y 238d"
374,"PA","172","11","Rockliff, Tom","1990-02-22","185","83","18 (11-0-7)","7 ","2018","28y 30d","28y 177d"
8157,"PA","51","24","Stevens, Michael","1980-11-07","179","80","17 (8-0-9)","3 ","1999-2000 2002","18y 259d","21y 290d"
786,"PA","11","12","Heaver, Brent","1971-06-15","173","73","16 (7-0-9)","13 ","1997-1998","25y 287d","27y 76d"
8785,"PA","133","34","Redden, Jarrad","1990-12-27","205","107","16 (4-1-11)","3 ","2012-2013 2015","21y 96d","24y 105d"
1339,"PA","135","31","Pfeiffer, Darren","1987-09-28","184","83","16 (3-1-12)","2 ","2012","24y 206d","24y 340d"
6309,"PA","136","4","Renouf, Brent","1988-05-03","200","98","16 (7-0-9)","4 ","2012-2014","23y 354d","26y 7d"
8786,"PA","145","30","Colquhoun, Sam","1994-12-20","179","72","16 (6-0-10)","3 ","2013 2015","18y 142d","20y 231d"
8787,"PA","50","21","Bassett, Scott","1978-10-09","191","91","15 (10-0-5)","2 ","1999-2002","20y 266d","23y 305d"
8788,"PA","160","25","Austin, Logan","1995-07-08","195","85","13 (6-0-7)","0 ","2016-2017","20y 333d","22y 14d"
1044,"PA","58","30","Ackland, Cain","1982-03-16","196","101","12 (8-0-4)","3 ","2001","19y 15d","19y 100d"
8789,"PA","139","3","Heath, Campbell","1991-04-01","187","75","12 (7-0-5)","3 ","2013","21y 364d","22y 145d"
411,"PA","80","12","Shattock, Aaron","1980-05-02","187","87","11 (4-1-6)","1 ","2005-2006","24y 328d","26y 4d"
8790,"PA","88","37","Deluca, Fabian","1987-01-27","203","100","11 (1-0-10)","1 ","2006-2008","19y 93d","21y 195d"
8791,"PA","5","36","Carter, Stephen","1974-02-05","186","89","10 (6-0-4)","0 ","1997","23y 52d","23y 178d"
7257,"PA","158","18","Toumpas, Jimmy","1994-01-02","183","79","10 (5-0-5)","1 ","2016-2017","22y 91d","23y 159d"
8792,"PA","167","31","Johnson, Aidyn","1997-10-31","185","81","10 (6-0-4)","8 ","2017-2018","19y 172d","20y 291d"
8793,"PA","169","13","Marshall, Todd","1998-10-08","198","90","10 (8-0-2)","12 ","2017-2018","18y 315d","19y 265d"
4189,"PA","30","7","Rombotis, John","1976-10-13","181","85","9 (2-0-7)","5 ","1997","20y 216d","20y 322d"
8794,"PA","112","42","Meyer, Danny","1986-08-03","183","78","9 (5-0-4)","1 ","2009-2010","22y 314d","24y 26d"
8795,"PA","127","22","Phillips, Simon","1987-04-05","174","71","9 (1-0-8)","7 ","2011-2012","24y 31d","25y 38d"
8796,"PA","143","15","Stevenson, Lewis","1989-07-30","189","88","9 (5-0-4)","0 ","2013","23y 244d","24y 32d"
3120,"PA","123","22","Nash, Jay","1985-12-21","188","86","8 (2-0-6)","0 ","2010","24y 152d","24y 251d"
164,"PA","8","4","Downsborough, Ian","1972-01-19","192","94","7 (3-1-3)","2 ","1997","25y 69d","25y 217d"
7974,"PA","175","48","Thomas, Lindsay","1988-02-29","180","79","7 (4-0-3)","4 ","2018","30y 52d","30y 144d"
8797,"PA","39","40","Evans, Paul","1978-12-29","187","88","6 (3-0-3)","5 ","1998","19y 124d","19y 159d"
8798,"PA","107","40","Westhoff, Matthew","1988-06-05","199","88","6 (3-0-3)","5 ","2008-2009","20y 71d","21y 8d"
8799,"PA","138","24","Blee, Nathan","1990-09-07","191","84","6 (1-1-4)","0 ","2012-2013","21y 340d","22y 344d"
8800,"PA","177","40","Lienert, Jarrod","1994-08-05","193","89","6 (1-0-5)","0 ","2018","23y 351d","24y 19d"
8801,"PA","20","24","Squire, Damian","1973-11-15","180","80","5 (1-1-3)","4 ","1997","23y 134d","23y 282d"
8802,"PA","26","32","Carr, Tom","1978-06-16","182","83","5 (2-0-3)","0 ","1997-1999","18y 308d","20y 326d"
8803,"PA","108","11","Motlop, Marlon","1990-04-17","179","80","5 (3-0-2)","2 ","2008-2009","18y 128d","19y 57d"
7630,"PA","170","41","Barry, Dom","1994-03-07","179","78","5 (4-0-1)","0 ","2018","24y 17d","24y 59d"
8804,"PA","178","24","Farrell, Kane","1999-03-17","183","75","5 (1-0-4)","6 ","2018","19y 134d","19y 160d"
8805,"PA","31","44","Cotton, Jarrod","1976-04-03","185","80","4 (3-0-1)","4 ","1997","21y 57d","21y 113d"
8806,"PA","66","42","Crabb, Jaxon","1979-11-07","178","81","4 (4-0-0)","0 ","2002","22y 269d","22y 290d"
8807,"PA","82","13","Eckermann, Ben","1987-03-12","178","79","4 (2-0-2)","0 ","2005","18y 57d","18y 78d"
8808,"PA","89","9","Ezard, James","1986-03-24","179","77","4 (3-0-1)","1 ","2006","20y 58d","20y 79d"
7423,"PA","152","38","Newton, Ben","1992-08-08","183","84","4 (3-0-1)","0 ","2014","21y 268d","21y 360d"
5489,"PA","57","32","Koulouriotis, Paul","1982-02-21","184","88","3 (2-0-1)","0 ","2000","18y 139d","18y 160d"
8809,"PA","65","23","Morgan, Adam","1981-10-28","195","96","3 (2-0-1)","0 ","2002-2003","20y 259d","21y 286d"
8810,"PA","96","11","Willits, Ryan","1987-01-23","197","98","3 (1-0-2)","1 ","2006","19y 207d","19y 222d"
8811,"PA","104","13","Farmer, Mitch","1989-01-04","180","77","3 (0-0-3)","0 ","2008","19y 212d","19y 224d"
8812,"PA","124","47","Irons, Jarrad","1992-09-20","179","75","3 (0-0-3)","3 ","2011","18y 187d","18y 202d"
8813,"PA","161","37","Palmer, Jesse","1996-10-17","188","86","3 (1-0-2)","1 ","2016","19y 301d","19y 315d"
8814,"PA","164","27","Eddy, Brett","1989-08-26","193","97","3 (2-0-1)","3 ","2017","27y 211d","27y 225d"
8815,"PA","168","30","Atley, Joe","1998-08-04","186","85","3 (2-0-1)","0 ","2017","18y 339d","18y 352d"
7022,"PA","176","19","Trengove, Jack","1991-09-02","185","82","3 (2-0-1)","0 ","2018","26y 301d","26y 323d"
8816,"PA","72","13","Hall, Christopher","1982-03-03","177","87","2 (2-0-0)","0 ","2003","21y 40d","21y 153d"
8817,"PA","90","14","Ware, Elijah","1983-04-14","180","75","2 (1-0-1)","1 ","2006","23y 64d","23y 78d"
8818,"PA","97","34","Cockshell, Adam","1986-08-19","198","98","2 (2-0-0)","1 ","2007","20y 224d","20y 232d"
8819,"PA","106","19","Williams, Ryan","1988-10-10","188","85","2 (0-0-2)","0 ","2008","19y 304d","19y 310d"
8820,"PA","109","37","Thompson, Wade","1988-08-28","176","76","2 (2-0-0)","0 ","2009","20y 227d","20y 233d"
424,"PA","115","38","Harding, Scott","1986-06-19","181","82","2 (1-0-1)","0 ","2010","23y 282d","24y 28d"
8821,"PA","32","35","Conway, Mark","1973-05-20","197","96","1 (0-0-1)","0 ","1997","24y 47d","24y 47d"
8579,"PA","35","31","Geister, Paul","1972-01-29","191","93","1 (0-0-1)","0 ","1997","25y 214d","25y 214d"
5043,"PA","43","27","Harley, Tom","1978-07-18","193","95","1 (1-0-0)","1 ","1998","19y 344d","19y 344d"
8822,"PA","53","37","Brosnan, Steven","1978-10-09","188","93","1 (0-0-1)","0 ","2000","21y 169d","21y 169d"
8823,"PA","67","37","Murray, Allan","1982-05-20","180","83","1 (1-0-0)","0 ","2002","20y 82d","20y 82d"
6073,"PA","84","32","Gilham, Stephen","1984-09-02","192","86","1 (0-0-1)","0 ","2005","20y 332d","20y 332d"
917,"PA","120","47","Cloke, Cameron","1984-12-20","196","100","1 (0-0-1)","0 ","2010","25y 111d","25y 111d"
8824,"PA","163","34","Snelling, Will","1997-08-06","176","75","1 (1-0-0)","1 ","2016","19y 21d","19y 21d"
5966,"PA","174","12","McKenzie, Trent","1992-04-03","190","86","1 (0-0-1)","0 ","2018","26y 12d","26y 12d"
8825,"PA","179","14","Frampton, Billy","1996-11-20","200","96","1 (0-0-1)","1 ","2018","21y 277d","21y 277d"
8826,"RI","677","29","Bartlett, Kevin","1947-03-06","177","71","403 (260-4-139)","778 ","1965-1983","18y 56d","36y 174d"
8827,"RI","325","17","Dyer, Jack","1913-11-15","185","89","312 (206-4-102)","443 ","1931-1949","17y 175d","35y 285d"
8828,"RI","692","30","Bourke, Francis","1947-04-02","185","84","300 (202-3-95)","71 ","1967-1981","20y 41d","34y 86d"
8829,"RI","937","9","Campbell, Wayne","1972-09-23","189","88","297 (131-1-165)","172 ","1991-2005","18y 209d","32y 339d"
8830,"RI","286","12","Titus, Jack","1908-03-09","175","66","294 (199-3-92)","970 ","1926-1943","18y 130d","35y 165d"
8831,"RI","960","12","Richardson, Matthew","1975-03-19","197","103","282 (116-2-164)","800 ","1993-2009","18y 50d","34y 45d"
8832,"RI","912","33","Knights, Matthew","1970-10-05","178","79","279 (118-0-161)","141 ","1988-2002","17y 299d","31y 294d"
8833,"RI","796","3","Weightman, Dale","1959-10-03","170","69","274 (118-2-154)","344 ","1978-1993","18y 180d","33y 329d"
8834,"RI","1031","1","Newman, Chris","1982-05-18","183","81","268 (105-5-158)","56 ","2002-2015","20y 7d","33y 118d"
